Date,Ticker,Sector,Industry,Open,High,Low,Close,Volume
2018-03-26,CPRT,Automobiles,Auto & Truck Dealerships,50.36,50.96,49.98,50.93,1002132.0
2018-03-27,CPRT,Automobiles,Auto & Truck Dealerships,50.98,51.77,49.73,49.99,1591449.0
2018-03-28,CPRT,Automobiles,Auto & Truck Dealerships,50.11,50.47,49.37,49.83,1677883.0
2018-03-29,CPRT,Automobiles,Auto & Truck Dealerships,49.96,51.35,49.86,50.93,1294023.0
2018-04-02,CPRT,Automobiles,Auto & Truck Dealerships,50.93,51.13,49.32,49.8,1002164.0
2018-04-03,CPRT,Automobiles,Auto & Truck Dealerships,50.14,50.57,49.71,50.32,1577586.0
2018-04-04,CPRT,Automobiles,Auto & Truck Dealerships,49.68,50.83,49.22,50.66,1169592.0
2018-04-05,CPRT,Automobiles,Auto & Truck Dealerships,51.0,51.43,50.46,50.75,1193923.0
2018-04-06,CPRT,Automobiles,Auto & Truck Dealerships,50.38,50.75,49.12,49.66,1537385.0
2018-04-09,CPRT,Automobiles,Auto & Truck Dealerships,50.1,50.61,49.88,49.89,1227488.0
2018-04-10,CPRT,Automobiles,Auto & Truck Dealerships,50.36,50.96,50.18,50.6,743352.0
2018-04-11,CPRT,Automobiles,Auto & Truck Dealerships,50.23,50.78,50.21,50.42,665784.0
2018-04-12,CPRT,Automobiles,Auto & Truck Dealerships,50.45,51.15,50.44,50.84,1060422.0
2018-04-13,CPRT,Automobiles,Auto & Truck Dealerships,51.09,51.48,50.2,50.39,1002834.0
2018-04-16,CPRT,Automobiles,Auto & Truck Dealerships,50.83,50.84,50.31,50.33,2136607.0
2018-04-17,CPRT,Automobiles,Auto & Truck Dealerships,51.18,51.93,50.96,51.3,1606792.0
2018-04-18,CPRT,Automobiles,Auto & Truck Dealerships,51.37,52.31,51.37,51.83,1237221.0
2018-04-19,CPRT,Automobiles,Auto & Truck Dealerships,51.89,52.42,51.83,51.86,1397514.0
2018-04-20,CPRT,Automobiles,Auto & Truck Dealerships,51.97,52.19,51.35,51.5,927029.0
2018-04-23,CPRT,Automobiles,Auto & Truck Dealerships,51.8,52.43,50.9,51.94,1155076.0
2018-04-24,CPRT,Automobiles,Auto & Truck Dealerships,52.23,52.73,50.84,51.17,1316406.0
2018-04-25,CPRT,Automobiles,Auto & Truck Dealerships,51.07,51.57,50.48,51.34,1021172.0
2018-04-26,CPRT,Automobiles,Auto & Truck Dealerships,51.42,51.82,51.38,51.42,1081947.0
2018-04-27,CPRT,Automobiles,Auto & Truck Dealerships,51.56,51.82,51.22,51.63,785679.0
2018-04-30,CPRT,Automobiles,Auto & Truck Dealerships,51.65,52.03,51.06,51.08,1496783.0
2018-05-01,CPRT,Automobiles,Auto & Truck Dealerships,51.08,51.77,50.87,51.66,1144913.0
2018-05-02,CPRT,Automobiles,Auto & Truck Dealerships,51.59,52.36,51.49,51.8,1079640.0
2018-05-03,CPRT,Automobiles,Auto & Truck Dealerships,51.48,52.34,51.39,52.28,1178661.0
2018-05-04,CPRT,Automobiles,Auto & Truck Dealerships,52.07,53.14,51.93,52.82,1187547.0
2018-05-07,CPRT,Automobiles,Auto & Truck Dealerships,53.05,53.43,52.01,52.44,1546779.0
2018-05-08,CPRT,Automobiles,Auto & Truck Dealerships,52.48,53.24,52.44,53.2,1065154.0
2018-05-09,CPRT,Automobiles,Auto & Truck Dealerships,53.29,53.89,52.95,53.8,1359666.0
2018-05-10,CPRT,Automobiles,Auto & Truck Dealerships,53.91,54.62,53.85,54.26,1391712.0
2018-05-11,CPRT,Automobiles,Auto & Truck Dealerships,54.5,55.31,54.22,55.26,1794856.0
2018-05-14,CPRT,Automobiles,Auto & Truck Dealerships,55.35,55.63,55.07,55.61,1536198.0
2018-05-15,CPRT,Automobiles,Auto & Truck Dealerships,55.06,55.45,54.69,55.39,1761403.0
2018-05-16,CPRT,Automobiles,Auto & Truck Dealerships,55.29,56.25,55.12,56.12,987525.0
2018-05-17,CPRT,Automobiles,Auto & Truck Dealerships,55.93,56.78,55.66,56.29,1446668.0
2018-05-18,CPRT,Automobiles,Auto & Truck Dealerships,55.57,55.99,54.04,54.07,2263311.0
2018-05-21,CPRT,Automobiles,Auto & Truck Dealerships,54.54,55.08,53.76,53.97,2066230.0
2018-05-22,CPRT,Automobiles,Auto & Truck Dealerships,54.34,54.42,52.94,53.0,2716296.0
2018-05-23,CPRT,Automobiles,Auto & Truck Dealerships,52.97,53.2,52.56,52.96,2586935.0
2018-05-24,CPRT,Automobiles,Auto & Truck Dealerships,52.67,54.51,52.15,52.71,2724354.0
2018-05-25,CPRT,Automobiles,Auto & Truck Dealerships,53.0,54.38,52.85,54.25,2191547.0
2018-05-29,CPRT,Automobiles,Auto & Truck Dealerships,54.16,55.55,54.12,55.42,2786786.0
2018-05-30,CPRT,Automobiles,Auto & Truck Dealerships,55.57,56.49,55.39,56.16,2414688.0
2018-05-31,CPRT,Automobiles,Auto & Truck Dealerships,56.31,56.55,54.63,54.83,13684532.0
2018-06-01,CPRT,Automobiles,Auto & Truck Dealerships,55.18,56.07,54.9,55.57,1597428.0
2018-06-04,CPRT,Automobiles,Auto & Truck Dealerships,55.63,56.15,55.47,56.11,2478779.0
2018-06-05,CPRT,Automobiles,Auto & Truck Dealerships,55.95,57.33,55.95,57.29,2570824.0
2018-06-06,CPRT,Automobiles,Auto & Truck Dealerships,57.14,57.41,56.63,57.15,1651327.0
2018-06-07,CPRT,Automobiles,Auto & Truck Dealerships,57.42,57.42,56.43,57.07,1415230.0
2018-06-08,CPRT,Automobiles,Auto & Truck Dealerships,56.98,57.73,56.91,57.63,1163038.0
2018-06-11,CPRT,Automobiles,Auto & Truck Dealerships,57.83,58.0,57.29,57.57,1747328.0
2018-06-12,CPRT,Automobiles,Auto & Truck Dealerships,57.58,57.8,57.34,57.61,1147062.0
2018-06-13,CPRT,Automobiles,Auto & Truck Dealerships,57.8,58.24,57.57,57.7,1688221.0
2018-06-14,CPRT,Automobiles,Auto & Truck Dealerships,57.72,58.19,57.33,58.08,2254340.0
2018-06-15,CPRT,Automobiles,Auto & Truck Dealerships,57.98,58.32,57.33,58.22,3610591.0
2018-06-18,CPRT,Automobiles,Auto & Truck Dealerships,57.92,58.96,57.77,58.82,2302539.0
2018-06-19,CPRT,Automobiles,Auto & Truck Dealerships,58.27,59.54,58.19,59.43,2535986.0
2018-06-20,CPRT,Automobiles,Auto & Truck Dealerships,59.64,60.4,59.05,60.2,1634292.0
2018-06-21,CPRT,Automobiles,Auto & Truck Dealerships,60.19,60.43,59.24,59.57,1293167.0
2018-06-22,CPRT,Automobiles,Auto & Truck Dealerships,60.23,60.3,59.74,59.91,2535471.0
2018-06-25,CPRT,Automobiles,Auto & Truck Dealerships,60.0,60.01,57.79,58.3,1528391.0
2018-06-26,CPRT,Automobiles,Auto & Truck Dealerships,57.45,57.75,55.78,56.28,3904879.0
2018-06-27,CPRT,Automobiles,Auto & Truck Dealerships,56.56,56.56,55.13,55.17,2704659.0
2018-06-28,CPRT,Automobiles,Auto & Truck Dealerships,55.24,56.08,54.63,56.01,2661877.0
2018-06-29,CPRT,Automobiles,Auto & Truck Dealerships,56.08,57.04,55.78,56.56,53422601.0
2018-07-02,CPRT,Automobiles,Auto & Truck Dealerships,56.57,56.88,55.7,56.84,2522995.0
2018-07-03,CPRT,Automobiles,Auto & Truck Dealerships,57.45,57.8,56.84,57.34,1486964.0
2018-07-05,CPRT,Automobiles,Auto & Truck Dealerships,57.39,57.79,56.14,57.16,2537558.0
2018-07-06,CPRT,Automobiles,Auto & Truck Dealerships,57.3,58.26,57.03,58.01,1697506.0
2018-07-09,CPRT,Automobiles,Auto & Truck Dealerships,58.11,58.82,58.09,58.75,1611359.0
2018-07-10,CPRT,Automobiles,Auto & Truck Dealerships,59.02,59.5,58.37,58.71,1319412.0
2018-07-11,CPRT,Automobiles,Auto & Truck Dealerships,57.14,58.61,56.93,58.32,1989762.0
2018-07-12,CPRT,Automobiles,Auto & Truck Dealerships,58.75,59.15,58.51,58.88,1903447.0
2018-07-13,CPRT,Automobiles,Auto & Truck Dealerships,59.02,59.52,58.76,59.31,1094025.0
2018-07-16,CPRT,Automobiles,Auto & Truck Dealerships,59.31,59.66,58.32,58.43,2197817.0
2018-07-17,CPRT,Automobiles,Auto & Truck Dealerships,58.09,59.29,57.85,59.16,1569134.0
2018-07-18,CPRT,Automobiles,Auto & Truck Dealerships,59.16,59.39,58.49,59.32,1557184.0
2018-07-19,CPRT,Automobiles,Auto & Truck Dealerships,59.05,59.46,58.98,59.13,854161.0
2018-07-20,CPRT,Automobiles,Auto & Truck Dealerships,59.01,59.36,58.96,58.98,939919.0
2018-07-23,CPRT,Automobiles,Auto & Truck Dealerships,59.0,59.03,58.07,58.26,1723028.0
2018-07-24,CPRT,Automobiles,Auto & Truck Dealerships,58.64,58.72,57.06,57.37,2259307.0
2018-07-25,CPRT,Automobiles,Auto & Truck Dealerships,57.39,58.4,56.78,58.33,1333546.0
2018-07-26,CPRT,Automobiles,Auto & Truck Dealerships,57.97,58.71,57.73,58.12,1193806.0
2018-07-27,CPRT,Automobiles,Auto & Truck Dealerships,58.23,58.45,56.68,56.94,816550.0
2018-07-30,CPRT,Automobiles,Auto & Truck Dealerships,56.86,56.92,55.86,56.21,1045024.0
2018-07-31,CPRT,Automobiles,Auto & Truck Dealerships,56.4,57.61,56.31,57.39,1613487.0
2018-08-01,CPRT,Automobiles,Auto & Truck Dealerships,55.96,57.8,55.88,57.57,1008798.0
2018-08-02,CPRT,Automobiles,Auto & Truck Dealerships,57.61,57.95,57.34,57.8,1191367.0
2018-08-03,CPRT,Automobiles,Auto & Truck Dealerships,57.71,57.83,56.72,57.43,754276.0
2018-08-06,CPRT,Automobiles,Auto & Truck Dealerships,57.57,58.58,57.36,58.51,988120.0
2018-08-07,CPRT,Automobiles,Auto & Truck Dealerships,58.51,59.37,58.47,59.16,1005059.0
2018-08-08,CPRT,Automobiles,Auto & Truck Dealerships,59.1,59.68,59.04,59.37,730020.0
2018-08-09,CPRT,Automobiles,Auto & Truck Dealerships,59.41,60.32,59.41,60.0,659561.0
2018-08-10,CPRT,Automobiles,Auto & Truck Dealerships,59.7,60.72,59.65,60.23,751951.0
2018-08-13,CPRT,Automobiles,Auto & Truck Dealerships,60.35,60.62,59.26,59.3,1330848.0
2018-08-14,CPRT,Automobiles,Auto & Truck Dealerships,59.41,59.84,59.1,59.51,1146516.0
2018-08-15,CPRT,Automobiles,Auto & Truck Dealerships,59.21,60.14,58.8,60.06,1040717.0
2018-08-16,CPRT,Automobiles,Auto & Truck Dealerships,60.27,60.93,60.05,60.82,885053.0
2018-08-17,CPRT,Automobiles,Auto & Truck Dealerships,60.83,61.1,60.18,60.98,777704.0
2018-08-20,CPRT,Automobiles,Auto & Truck Dealerships,61.12,62.22,60.99,61.67,1076235.0
2018-08-21,CPRT,Automobiles,Auto & Truck Dealerships,62.01,62.76,61.71,62.47,1114022.0
2018-08-22,CPRT,Automobiles,Auto & Truck Dealerships,62.38,63.25,62.26,63.0,687102.0
2018-08-23,CPRT,Automobiles,Auto & Truck Dealerships,62.94,63.29,62.77,62.99,736248.0
2018-08-24,CPRT,Automobiles,Auto & Truck Dealerships,63.15,63.5,62.42,62.73,1147451.0
2018-08-27,CPRT,Automobiles,Auto & Truck Dealerships,63.05,64.12,62.86,63.79,995102.0
2018-08-28,CPRT,Automobiles,Auto & Truck Dealerships,63.82,64.61,63.8,64.07,1101041.0
2018-08-29,CPRT,Automobiles,Auto & Truck Dealerships,64.28,64.78,64.02,64.12,1705613.0
2018-08-30,CPRT,Automobiles,Auto & Truck Dealerships,64.11,64.76,64.06,64.39,1110937.0
2018-08-31,CPRT,Automobiles,Auto & Truck Dealerships,64.26,64.54,64.12,64.31,1261062.0
2018-09-04,CPRT,Automobiles,Auto & Truck Dealerships,64.71,65.06,64.36,64.9,1684265.0
2018-09-05,CPRT,Automobiles,Auto & Truck Dealerships,64.77,64.79,63.74,64.68,1518183.0
2018-09-06,CPRT,Automobiles,Auto & Truck Dealerships,64.66,65.5,64.48,65.1,1296718.0
2018-09-07,CPRT,Automobiles,Auto & Truck Dealerships,65.17,65.77,65.06,65.53,1098104.0
2018-09-10,CPRT,Automobiles,Auto & Truck Dealerships,65.91,66.37,65.82,65.91,1037477.0
2018-09-11,CPRT,Automobiles,Auto & Truck Dealerships,65.82,66.48,65.73,66.45,1742725.0
2018-09-12,CPRT,Automobiles,Auto & Truck Dealerships,66.43,66.7,65.47,66.24,1387460.0
2018-09-13,CPRT,Automobiles,Auto & Truck Dealerships,66.39,67.08,65.93,66.03,830706.0
2018-09-14,CPRT,Automobiles,Auto & Truck Dealerships,66.26,66.77,64.65,64.83,1651737.0
2018-09-17,CPRT,Automobiles,Auto & Truck Dealerships,64.97,65.2,63.56,63.73,1613030.0
2018-09-18,CPRT,Automobiles,Auto & Truck Dealerships,63.69,64.26,63.68,64.17,2340732.0
2018-09-19,CPRT,Automobiles,Auto & Truck Dealerships,54.53,56.9,50.07,55.58,14660400.0
2018-09-20,CPRT,Automobiles,Auto & Truck Dealerships,56.44,58.21,55.7,56.13,6410283.0
2018-09-21,CPRT,Automobiles,Auto & Truck Dealerships,54.62,55.94,52.37,52.58,7464490.0
2018-09-24,CPRT,Automobiles,Auto & Truck Dealerships,52.25,52.81,50.95,51.42,4644561.0
2018-09-25,CPRT,Automobiles,Auto & Truck Dealerships,51.69,51.85,50.88,51.52,4467917.0
2018-09-26,CPRT,Automobiles,Auto & Truck Dealerships,51.68,51.9,50.64,51.65,3006105.0
2018-09-27,CPRT,Automobiles,Auto & Truck Dealerships,51.81,51.97,50.97,51.12,2084499.0
2018-09-28,CPRT,Automobiles,Auto & Truck Dealerships,51.29,51.68,51.18,51.53,2445194.0
2018-10-01,CPRT,Automobiles,Auto & Truck Dealerships,51.48,52.83,50.98,52.63,4551765.0
2018-10-02,CPRT,Automobiles,Auto & Truck Dealerships,52.36,52.55,50.95,51.23,5333732.0
2018-10-03,CPRT,Automobiles,Auto & Truck Dealerships,51.13,53.22,51.13,52.76,5287774.0
2018-10-04,CPRT,Automobiles,Auto & Truck Dealerships,52.4,52.75,51.23,51.74,5145975.0
2018-10-05,CPRT,Automobiles,Auto & Truck Dealerships,51.84,52.48,51.4,51.89,4077151.0
2018-10-08,CPRT,Automobiles,Auto & Truck Dealerships,51.76,52.31,50.66,51.26,1860391.0
2018-10-09,CPRT,Automobiles,Auto & Truck Dealerships,51.11,51.51,50.72,51.46,2205016.0
2018-10-10,CPRT,Automobiles,Auto & Truck Dealerships,51.23,51.49,49.88,49.96,3433064.0
2018-10-11,CPRT,Automobiles,Auto & Truck Dealerships,49.5,50.33,48.85,49.05,2755247.0
2018-10-12,CPRT,Automobiles,Auto & Truck Dealerships,49.74,50.51,49.46,50.38,2159933.0
2018-10-15,CPRT,Automobiles,Auto & Truck Dealerships,50.15,50.71,49.9,50.22,1729837.0
2018-10-16,CPRT,Automobiles,Auto & Truck Dealerships,50.63,51.17,50.18,51.08,1720971.0
2018-10-17,CPRT,Automobiles,Auto & Truck Dealerships,50.91,51.12,50.18,50.99,1213763.0
2018-10-18,CPRT,Automobiles,Auto & Truck Dealerships,50.87,50.9,49.46,49.76,1405263.0
2018-10-19,CPRT,Automobiles,Auto & Truck Dealerships,49.89,50.23,48.95,49.28,1775969.0
2018-10-22,CPRT,Automobiles,Auto & Truck Dealerships,49.34,50.66,49.34,50.48,1698431.0
2018-10-23,CPRT,Automobiles,Auto & Truck Dealerships,49.73,50.06,48.72,49.85,1696108.0
2018-10-24,CPRT,Automobiles,Auto & Truck Dealerships,49.89,50.0,46.28,46.33,4482498.0
2018-10-25,CPRT,Automobiles,Auto & Truck Dealerships,46.51,48.61,46.4,48.41,2421314.0
2018-10-26,CPRT,Automobiles,Auto & Truck Dealerships,47.53,48.17,46.6,47.26,2317487.0
2018-10-29,CPRT,Automobiles,Auto & Truck Dealerships,48.1,48.41,46.41,47.04,1654931.0
2018-10-30,CPRT,Automobiles,Auto & Truck Dealerships,47.11,48.55,46.91,48.5,1195223.0
2018-10-31,CPRT,Automobiles,Auto & Truck Dealerships,49.03,49.45,48.48,48.91,1548506.0
2018-11-01,CPRT,Automobiles,Auto & Truck Dealerships,49.1,50.24,48.8,50.16,1356154.0
2018-11-02,CPRT,Automobiles,Auto & Truck Dealerships,50.63,50.94,49.82,50.29,1155862.0
2018-11-05,CPRT,Automobiles,Auto & Truck Dealerships,50.32,50.5,49.31,50.36,936991.0
2018-11-06,CPRT,Automobiles,Auto & Truck Dealerships,50.56,51.02,49.9,50.03,1267120.0
2018-11-07,CPRT,Automobiles,Auto & Truck Dealerships,50.47,50.95,49.72,50.8,1531816.0
2018-11-08,CPRT,Automobiles,Auto & Truck Dealerships,50.68,50.95,50.14,50.44,948666.0
2018-11-09,CPRT,Automobiles,Auto & Truck Dealerships,50.19,50.6,49.56,50.27,1377540.0
2018-11-12,CPRT,Automobiles,Auto & Truck Dealerships,50.32,50.35,49.18,49.27,1367508.0
2018-11-13,CPRT,Automobiles,Auto & Truck Dealerships,49.29,49.99,48.35,48.82,4433872.0
2018-11-14,CPRT,Automobiles,Auto & Truck Dealerships,49.15,50.4,49.13,49.82,2024827.0
2018-11-15,CPRT,Automobiles,Auto & Truck Dealerships,49.65,50.83,49.01,50.8,1602832.0
2018-11-16,CPRT,Automobiles,Auto & Truck Dealerships,50.42,51.23,50.27,51.01,1653000.0
2018-11-19,CPRT,Automobiles,Auto & Truck Dealerships,51.0,51.0,48.39,48.54,1782851.0
2018-11-20,CPRT,Automobiles,Auto & Truck Dealerships,47.82,48.38,46.85,47.3,2147817.0
2018-11-21,CPRT,Automobiles,Auto & Truck Dealerships,50.02,50.58,48.21,50.09,3099922.0
2018-11-23,CPRT,Automobiles,Auto & Truck Dealerships,49.34,49.83,48.45,48.73,960167.0
2018-11-26,CPRT,Automobiles,Auto & Truck Dealerships,49.42,50.47,49.29,50.19,1533167.0
2018-11-27,CPRT,Automobiles,Auto & Truck Dealerships,49.78,50.21,49.43,49.99,1611588.0
2018-11-28,CPRT,Automobiles,Auto & Truck Dealerships,50.1,51.75,49.86,51.74,1437693.0
2018-11-29,CPRT,Automobiles,Auto & Truck Dealerships,51.65,52.04,51.1,51.71,1300521.0
2018-11-30,CPRT,Automobiles,Auto & Truck Dealerships,51.73,52.19,50.98,51.18,2610868.0
2018-12-03,CPRT,Automobiles,Auto & Truck Dealerships,51.94,52.18,50.32,50.74,3089575.0
2018-12-04,CPRT,Automobiles,Auto & Truck Dealerships,50.74,51.07,49.04,49.28,1902336.0
2018-12-06,CPRT,Automobiles,Auto & Truck Dealerships,48.54,49.22,47.685,49.04,1766391.0
2018-12-07,CPRT,Automobiles,Auto & Truck Dealerships,48.81,49.61,46.94,47.28,1277467.0
2018-12-10,CPRT,Automobiles,Auto & Truck Dealerships,47.09,48.69,47.09,48.34,2499576.0
2018-12-11,CPRT,Automobiles,Auto & Truck Dealerships,48.99,49.22,48.38,48.56,2035033.0
2018-12-12,CPRT,Automobiles,Auto & Truck Dealerships,49.2,50.16,48.98,49.26,1219082.0
2018-12-13,CPRT,Automobiles,Auto & Truck Dealerships,49.32,49.73,48.94,49.38,1353112.0
2018-12-14,CPRT,Automobiles,Auto & Truck Dealerships,48.86,49.38,47.92,48.04,2241691.0
2018-12-17,CPRT,Automobiles,Auto & Truck Dealerships,47.99,48.53,46.8974,47.19,2082737.0
2018-12-18,CPRT,Automobiles,Auto & Truck Dealerships,47.54,47.73,46.2,46.96,2664396.0
2018-12-19,CPRT,Automobiles,Auto & Truck Dealerships,47.18,48.73,46.8,47.04,2217554.0
2018-12-20,CPRT,Automobiles,Auto & Truck Dealerships,46.66,47.57,46.49,46.86,3426779.0
2018-12-21,CPRT,Automobiles,Auto & Truck Dealerships,47.08,47.78,45.76,45.9,3929555.0
2018-12-24,CPRT,Automobiles,Auto & Truck Dealerships,45.68,46.44,44.61,44.94,1084666.0
2018-12-26,CPRT,Automobiles,Auto & Truck Dealerships,45.19,47.48,45.19,47.43,1571663.0
2018-12-27,CPRT,Automobiles,Auto & Truck Dealerships,46.77,48.01,46.15,47.82,2644414.0
2018-12-28,CPRT,Automobiles,Auto & Truck Dealerships,47.98,48.35,46.85,47.52,1482122.0
2018-12-31,CPRT,Automobiles,Auto & Truck Dealerships,47.82,48.0,47.23,47.78,1828439.0
2019-01-02,CPRT,Automobiles,Auto & Truck Dealerships,46.9,47.96,46.69,47.68,1369886.0
2019-01-03,CPRT,Automobiles,Auto & Truck Dealerships,47.21,47.76,46.65,46.89,2120994.0
2019-01-04,CPRT,Automobiles,Auto & Truck Dealerships,47.62,48.7,47.43,48.56,1819901.0
2019-01-07,CPRT,Automobiles,Auto & Truck Dealerships,48.79,49.31,48.11,48.83,1485165.0
2019-01-08,CPRT,Automobiles,Auto & Truck Dealerships,49.16,49.68,48.59,49.63,1117490.0
2019-01-09,CPRT,Automobiles,Auto & Truck Dealerships,49.73,50.71,49.7,50.3,1254247.0
2019-01-10,CPRT,Automobiles,Auto & Truck Dealerships,50.09,50.64,49.75,50.6,729092.0
2019-01-11,CPRT,Automobiles,Auto & Truck Dealerships,50.27,50.84,49.65,50.66,872017.0
2019-01-14,CPRT,Automobiles,Auto & Truck Dealerships,50.3,50.68,49.87,49.92,771897.0
2019-01-15,CPRT,Automobiles,Auto & Truck Dealerships,50.03,50.2,49.17,49.36,2173611.0
2019-01-16,CPRT,Automobiles,Auto & Truck Dealerships,49.21,49.55,49.08,49.32,1671336.0
2019-01-17,CPRT,Automobiles,Auto & Truck Dealerships,49.04,49.98,48.88,49.74,1920479.0
